PC1,PC2,Virus
-0.74689656,0.029463274,Ebola
-0.74689656,0.029463274,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.7634702,0.044052213,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.746231,0.04377437,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.75414854,0.036816675,Ebola
-0.74362177,0.042213265,Ebola
-0.73643756,0.04134459,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7336799,0.018196754,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7488091,0.029755782,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7608649,0.06378293,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7547822,0.037584823,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.7327772,0.0355863,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.74362177,0.042213265,Ebola
-0.74362177,0.042213265,Ebola
-0.7577347,0.047310848,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.73292404,0.037840527,Ebola
-0.7553608,0.047022823,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.74362177,0.042213265,Ebola
-0.75787264,0.040974624,Ebola
-0.7628433,0.057038825,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.79664314,0.059218105,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7251205,0.07819181,Ebola
-0.7666931,0.051126428,Ebola
-0.6688256,-0.019338468,Ebola
-0.7595193,0.047895703,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.73332214,0.032061536,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7205933,0.01641259,Ebola
-0.72246134,0.0019162978,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7367994,0.04968613,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7515759,0.05604345,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7566936,0.06334919,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7498785,0.050128024,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7023323,0.009856135,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.77522707,0.04366828,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.73027563,0.011836052,Ebola
-0.74035794,0.024630358,Ebola
-0.7844892,0.07748946,Ebola
-0.75787264,0.040974624,Ebola
-0.7785406,0.08138174,Ebola
-0.75787264,0.040974624,Ebola
-0.7570242,0.08521148,Ebola
-0.75195134,0.018648205,Ebola
-0.7346369,0.04178701,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7118223,0.019074248,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.73266953,0.017959906,Ebola
-0.75787264,0.040974624,Ebola
-0.74300164,0.023144552,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.6945478,-0.014924565,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.73971343,0.034302756,Ebola
-0.75787264,0.040974624,Ebola
-0.76239455,0.052420225,Ebola
-0.7581894,0.033308808,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.76186377,0.042907596,Ebola
-0.76245576,0.052222148,Ebola
-0.76186377,0.042907596,Ebola
-0.7628433,0.057038825,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7040039,0.0046239314,Ebola
-0.756522,0.02747708,Ebola
-0.75256234,0.0011599717,Ebola
-0.75787264,0.040974624,Ebola
-0.7239461,0.008656146,Ebola
-0.7462925,0.051704824,Ebola
-0.7543444,0.021151235,Ebola
-0.7196674,-0.0043661552,Ebola
-0.75787264,0.040974624,Ebola
-0.7799533,0.07903183,Ebola
-0.82524085,0.068256,Ebola
-0.75787264,0.040974624,Ebola
-0.76186377,0.042907596,Ebola
-0.76725817,0.052589405,Ebola
-0.72836477,0.012610841,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.76725817,0.052589405,Ebola
-0.76083565,0.04737891,Ebola
-0.7264919,0.0072618863,Ebola
-0.75787264,0.040974624,Ebola
-0.71052694,0.025861526,Ebola
-0.7646103,0.049562447,Ebola
-0.76725817,0.052589405,Ebola
-0.6047018,-0.1145125,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.76186377,0.042907596,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7698796,0.05535746,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75137526,0.030119753,Ebola
-0.787586,0.07917643,Ebola
-0.75399363,0.04471322,Ebola
-0.7583763,0.018983616,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.75049865,0.03338227,Ebola
-0.75787264,0.040974624,Ebola
-0.7543444,0.021151235,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.7543444,0.021151235,Ebola
-0.75787264,0.040974624,Ebola
-0.75787264,0.040974624,Ebola
-0.77955663,0.06986759,Ebola
-0.73818415,0.011943854,Ebola
-0.7574546,0.02118939,Ebola
-0.76596534,0.029614953,Ebola
-0.7143121,0.052142285,Ebola
-0.7620974,0.050193828,Ebola
-0.70717657,0.04131092,Ebola
-0.70717657,0.04131092,Ebola
-0.7072368,0.041409723,Ebola
-0.70929384,0.02092983,Ebola
-0.7072368,0.041409723,Ebola
-0.70575625,0.032284603,Ebola
-0.70717657,0.04131092,Ebola
-0.7568477,0.018067168,Ebola
-0.7568477,0.018067168,Ebola
-0.75589705,0.040877935,Ebola
-0.7551166,0.041733682,Ebola
-0.74763167,0.011316678,Ebola
-0.76002896,0.02086281,Ebola
-0.7506424,0.017154053,Ebola
-0.70569444,0.04325466,Ebola
-0.75589705,0.040877935,Ebola
-0.7506424,0.017154053,Ebola
-0.7620974,0.050193932,Ebola
-0.76264113,0.04015102,Ebola
-0.7561864,0.03118567,Ebola
-0.7591766,0.021277715,Ebola
-0.7671217,0.017500388,Ebola
-0.69847286,0.034036145,Ebola
-0.7058316,0.043686505,Ebola
-0.74967647,0.042197213,Ebola
-0.7510271,0.03179958,Ebola
-0.75589705,0.040877935,Ebola
-0.76002896,0.02086281,Ebola
-0.7580085,0.03139496,Ebola
-0.7580085,0.03139496,Ebola
-0.7580085,0.03139496,Ebola
-0.76686484,0.04145599,Ebola
-0.76596534,0.029614702,Ebola
-0.7642505,0.040239938,Ebola
-0.7685617,0.02681684,Ebola
-0.74936116,0.008676841,Ebola
-0.76002896,0.02086281,Ebola
-0.74418086,0.03342643,Ebola
-0.7520532,0.021117983,Ebola
-0.7457044,0.03862576,Ebola
-0.74616086,-0.0012534376,Ebola
-0.70717657,0.041310992,Ebola
-0.75155336,0.032144096,Ebola
-0.70717657,0.041310992,Ebola
-0.75589705,0.040877935,Ebola
-0.75589705,0.040877935,Ebola
-0.74936116,0.008676841,Ebola
-0.7510271,0.03179958,Ebola
-0.75198764,0.03522465,Ebola
-0.7628103,0.050015774,Ebola
-0.76132023,0.042358026,Ebola
-0.75589705,0.040877935,Ebola
-0.75589705,0.040877935,Ebola
-0.7520532,0.021117983,Ebola
-0.7503081,0.0419424,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.7515535,0.032144096,Ebola
-0.7551167,0.041733544,Ebola
-0.76281035,0.050015774,Ebola
-0.7558972,0.040878143,Ebola
-0.74900913,0.021639282,Ebola
-0.7510272,0.031799674,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.755404,0.02828517,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.7642506,0.04023976,Ebola
-0.75800836,0.03139501,Ebola
-0.7142709,0.05133139,Ebola
-0.7076859,0.031607296,Ebola
-0.7124183,0.04294465,Ebola
-0.70723706,0.0414095,Ebola
-0.7124183,0.04294465,Ebola
-0.74986035,0.0644404,Ebola
-0.70575607,0.032284487,Ebola
-0.69847286,0.034036145,Ebola
-0.70575607,0.032284487,Ebola
-0.70575607,0.032284487,Ebola
-0.75699306,0.07245526,Ebola
-0.70723706,0.0414095,Ebola
-0.7628103,0.050015774,Ebola
-0.75589705,0.040877935,Ebola
-0.7550998,0.027429614,Ebola
-0.7507228,0.017215734,Ebola
-0.75589705,0.040877935,Ebola
-0.7506424,0.017154053,Ebola
-0.70717657,0.041310992,Ebola
-0.7628103,0.050015774,Ebola
-0.7558469,0.06106813,Ebola
-0.7628103,0.050015774,Ebola
-0.7143121,0.052142415,Ebola
-0.76195025,0.045337785,Ebola
-0.7628103,0.050015774,Ebola
-0.75589705,0.040877935,Ebola
-0.75155336,0.032144096,Ebola
-0.75589705,0.040877935,Ebola
-0.75155336,0.032144096,Ebola
-0.75589705,0.040877935,Ebola
-0.75155336,0.032144096,Ebola
-0.7628103,0.050015774,Ebola
-0.7558972,0.040878143,Ebola
-0.69997114,0.033150837,Ebola
-0.7142709,0.051331654,Ebola
-0.70650345,0.042633366,Ebola
-0.7142709,0.051331654,Ebola
-0.7558972,0.040878143,Ebola
-0.7459429,0.03259754,Ebola
-0.70575625,0.032284603,Ebola
-0.7072368,0.041409723,Ebola
-0.7142709,0.051331654,Ebola
-0.7589795,0.04542283,Ebola
-0.7683568,0.06761314,Ebola
-0.7558972,0.040878143,Ebola
-0.7683568,0.06761314,Ebola
-0.74882376,0.01881473,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.7520532,0.0211182,Ebola
-0.7558972,0.040878143,Ebola
-0.76360136,0.04649866,Ebola
-0.75114864,0.03571892,Ebola
-0.74616086,-0.0012532758,Ebola
-0.7515535,0.032144096,Ebola
-0.7558972,0.040878143,Ebola
-0.7142709,0.051331654,Ebola
-0.7558972,0.040878143,Ebola
-0.7532883,0.00801887,Ebola
-0.74616086,-0.0012532758,Ebola
-0.7591334,0.030681046,Ebola
-0.74936104,0.008676909,Ebola
-0.7502445,0.0015740904,Ebola
-0.7520532,0.0211182,Ebola
-0.7555113,0.001294165,Ebola
-0.75364625,-0.0072212326,Ebola
-0.75289094,-0.010203806,Ebola
-0.7502445,0.0015742519,Ebola
-0.7527353,0.0029318254,Ebola
-0.7493612,0.008676916,Ebola
-0.7544625,0.011446839,Ebola
-0.7520532,0.021118017,Ebola
-0.7493612,0.008676916,Ebola
-0.7502445,0.0015742519,Ebola
-0.70717674,0.041311212,Ebola
-0.70717674,0.041311212,Ebola
-0.75244534,0.0202139,Ebola
-0.70768607,0.03160737,Ebola
-0.70717674,0.041311212,Ebola
-0.70717674,0.041311212,Ebola
-0.7076859,0.031607296,Ebola
-0.75155336,0.032144096,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.76360154,0.04649861,Ebola
-0.75155336,0.032144096,Ebola
-0.7580085,0.03139496,Ebola
-0.7580085,0.03139496,Ebola
-0.7076859,0.031607296,Ebola
-0.75589705,0.040877935,Ebola
-0.7502446,0.0015739878,Ebola
-0.70723706,0.0414095,Ebola
-0.7628103,0.050015774,Ebola
-0.76174486,0.035394713,Ebola
-0.75589705,0.040877935,Ebola
-0.7424857,0.03244101,Ebola
-0.75727135,0.02732895,Ebola
-0.76281035,0.050015774,Ebola
-0.7141043,0.036351074,Ebola
-0.7072368,0.041409723,Ebola
-0.7514462,0.036104657,Ebola
-0.7103787,0.04416974,Ebola
-0.7514462,0.036104657,Ebola
-0.70717657,0.04131092,Ebola
-0.69997114,0.033150837,Ebola
-0.7076857,0.031607177,Ebola
-0.7558972,0.040878143,Ebola
-0.75800836,0.03139501,Ebola
-0.7558972,0.040878143,Ebola
-0.75800836,0.03139501,Ebola
-0.74653655,0.039690796,Ebola
-0.75800836,0.03139501,Ebola
-0.7558972,0.040878143,Ebola
-0.7515535,0.032144096,Ebola
-0.7558972,0.040878143,Ebola
-0.7575052,0.008133194,Ebola
-0.7558972,0.040878143,Ebola
-0.76281035,0.050015774,Ebola
-0.75723016,0.039270338,Ebola
-0.75619787,0.02854776,Ebola
-0.75787264,0.040974624,Ebola
-0.76281035,0.050015774,Ebola
-0.7558972,0.040878143,Ebola
-0.76648545,0.066983804,Ebola
-0.7558972,0.040878143,Ebola
-0.762641,0.040150773,Ebola
-0.7558972,0.040878143,Ebola
-0.76148856,0.034549464,Ebola
-0.75448656,0.025336923,Ebola
-0.76148885,0.03454942,Ebola
-0.75589705,0.040877935,Ebola
-0.7628103,0.050015774,Ebola
-0.75589705,0.040877935,Ebola
-0.75589705,0.040877935,Ebola
-0.75589705,0.040877935,Ebola
-0.75155336,0.032144096,Ebola
-0.75589705,0.040877935,Ebola
-0.75155336,0.032144096,Ebola
-0.7551166,0.041733682,Ebola
-0.7551166,0.041733682,Ebola
-0.75155336,0.032144096,Ebola
-0.75589705,0.040877935,Ebola
-0.7797751,0.06069517,Ebola
-0.75589705,0.040877935,Ebola
-0.7558972,0.040878143,Ebola
-0.7546165,0.041622557,Ebola
-0.75787264,0.040974624,Ebola
-0.76281035,0.050015774,Ebola
-0.7558972,0.040878143,Ebola
-0.7551167,0.041733544,Ebola
-0.7054029,0.032430004,Ebola
-0.75224984,-0.009563184,Ebola
-0.7591766,0.02127773,Ebola
-0.7551167,0.041733544,Ebola
-0.7551167,0.041733544,Ebola
-0.75618666,0.031185478,Ebola
-0.75762254,0.022601796,Ebola
-0.7591766,0.02127773,Ebola
-0.7591766,0.02127773,Ebola
-0.7671215,0.017500473,Ebola
-0.7591766,0.021277715,Ebola
-0.7510271,0.03179958,Ebola
-0.7515952,0.02173036,Ebola
-0.745943,0.03259765,Ebola
-0.70717657,0.041310992,Ebola
-0.6999713,0.033150677,Ebola
-0.75155336,0.032144096,Ebola
-0.7551166,0.041733682,Ebola
-0.75893056,0.04563446,Ebola
-0.745943,0.03259765,Ebola
-0.75589705,0.040877935,Ebola
-0.6999713,0.033150677,Ebola
-0.75589705,0.040877935,Ebola
-0.7561864,0.03118567,Ebola
-0.6850075,-0.19127041,Ebola
-0.7510271,0.03179958,Ebola
-0.7558972,0.040878143,Ebola
-0.75727135,0.02732895,Ebola
-0.76281035,0.050015774,Ebola
-0.7551167,0.041733544,Ebola
-0.758134,0.040674824,Ebola
-0.75618666,0.031185478,Ebola
-0.75618666,0.031185478,Ebola
-0.7551167,0.041733544,Ebola
-0.7551167,0.041733544,Ebola
-0.7522531,0.010092139,Ebola
-0.7552255,0.026265435,Ebola
-0.75064206,0.017154492,Ebola
-0.76281035,0.050015774,Ebola
-0.76281035,0.050015774,Ebola
-0.7551167,0.041733544,Ebola
-0.7529225,0.010963112,Ebola
-0.74763185,0.011316844,Ebola
-0.7551167,0.041733544,Ebola
-0.7551167,0.041733544,Ebola
-0.7551167,0.041733544,Ebola
-0.76281035,0.050015774,Ebola
-0.7510272,0.031799674,Ebola
-0.75684756,0.01806718,Ebola
-0.7552255,0.026265435,Ebola
-0.75787264,0.040974624,Ebola
-0.76281035,0.050015774,Ebola
-0.75787264,0.040974624,Ebola
-0.76281035,0.050015774,Ebola
-0.76281035,0.050015774,Ebola
-0.7433573,0.05149662,Ebola
-0.7552255,0.026265435,Ebola
-0.75727135,0.02732895,Ebola
-0.76238656,0.03679321,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7580085,0.03139496,Ebola
-0.75589705,0.040877935,Ebola
-0.7512758,0.03646721,Ebola
-0.7556626,0.045286037,Ebola
-0.75532216,0.04032425,Ebola
-0.75589705,0.040877935,Ebola
-0.75589705,0.040877935,Ebola
-0.75589705,0.040877935,Ebola
-0.7558972,0.040878143,Ebola
-0.7520532,0.0211182,Ebola
-0.7520532,0.0211182,Ebola
-0.74648774,0.0025118592,Ebola
-0.7558972,0.040878143,Ebola
-0.74936104,0.008676909,Ebola
-0.7520532,0.0211182,Ebola
-0.7627406,0.028680725,Ebola
-0.7532883,0.00801887,Ebola
-0.75787264,0.040974624,Ebola
-0.7142709,0.051331654,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.74648774,0.0025118592,Ebola
-0.70575625,0.032284603,Ebola
-0.70575625,0.032284603,Ebola
-0.7076859,0.031607296,Ebola
-0.7569371,0.038101956,Ebola
-0.70717657,0.041310992,Ebola
-0.7540926,0.060139235,Ebola
-0.75367284,0.026734764,Ebola
-0.7558469,0.06106813,Ebola
-0.7580085,0.03139496,Ebola
-0.7076859,0.031607296,Ebola
-0.75589705,0.040877935,Ebola
-0.70575607,0.032284487,Ebola
-0.7076859,0.031607296,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.70723706,0.0414095,Ebola
-0.70723706,0.0414095,Ebola
-0.7142709,0.05133139,Ebola
-0.7143121,0.052142285,Ebola
-0.76281035,0.050015774,Ebola
-0.69850695,0.027195232,Ebola
-0.7166448,0.029593766,Ebola
-0.76281035,0.050015774,Ebola
-0.7558972,0.040878143,Ebola
-0.7545779,0.04873035,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.7558972,0.040878143,Ebola
-0.7591334,0.030681046,Ebola
-0.7543444,0.021151235,Ebola
-0.77370465,0.029862653,Ebola
-0.76281035,0.050015774,Ebola
-0.75787264,0.040974624,Ebola
-0.7501424,0.031130632,Ebola
-0.7573743,0.03520576,Ebola
-0.7505894,0.026680058,Ebola
-0.7034715,0.033383206,Ebola
-0.7076859,0.031607296,Ebola
-0.7535859,0.03394507,Ebola
-0.71284175,0.052536935,Ebola
-0.7143121,0.052142415,Ebola
-0.7142709,0.05133139,Ebola
-0.7142709,0.05133139,Ebola
-0.7142709,0.05133139,Ebola
-0.7142709,0.05133139,Ebola
-0.70575607,0.032284487,Ebola
-0.7142709,0.05133139,Ebola
-0.7144354,0.04165626,Ebola
-0.7076859,0.031607296,Ebola
-0.71830344,0.00992444,Ebola
-0.70575607,0.032284487,Ebola
-0.7037577,0.03683868,Ebola
-0.7034715,0.033383206,Ebola
-0.70575607,0.032284487,Ebola
-0.7034715,0.033383206,Ebola
-0.7143121,0.052142415,Ebola
-0.7142709,0.05133139,Ebola
-0.7142709,0.05133139,Ebola
-0.7142709,0.05133139,Ebola
-0.7142709,0.05133139,Ebola
-0.70723706,0.0414095,Ebola
-0.70575607,0.032284487,Ebola
-0.7142709,0.05133139,Ebola
-0.7124183,0.04294465,Ebola
-0.70717657,0.041310992,Ebola
-0.70575607,0.032284487,Ebola
-0.70575607,0.032284487,Ebola
-0.7034715,0.033383206,Ebola
-0.70717657,0.041310992,Ebola
-0.70575607,0.032284487,Ebola
-0.7076859,0.031607296,Ebola
-0.70575607,0.032284487,Ebola
-0.7124183,0.04294465,Ebola
-0.70575607,0.032284487,Ebola
-0.74986035,0.0644404,Ebola
-0.70575607,0.032284487,Ebola
-0.7163298,0.03035003,Ebola
-0.7628103,0.050015774,Ebola
-0.7520532,0.021117983,Ebola
-0.75589705,0.040877935,Ebola
-0.75589705,0.040877935,Ebola
-0.75155336,0.032144096,Ebola
-0.7628103,0.050015774,Ebola
-0.7142709,0.05133139,Ebola
-0.76526517,0.056643628,Ebola
-0.75398296,0.010637574,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.70575607,0.032284487,Ebola
-0.7628103,0.050015774,Ebola
-0.75913364,0.030680893,Ebola
-0.75913364,0.030680893,Ebola
-0.76238656,0.03679321,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7580085,0.03139496,Ebola
-0.76238656,0.03679321,Ebola
-0.75589705,0.040877935,Ebola
-0.7628103,0.050015774,Ebola
-0.70723706,0.0414095,Ebola
-0.70717657,0.041310992,Ebola
-0.7142709,0.05133139,Ebola
-0.7628103,0.050015774,Ebola
-0.7628103,0.050015774,Ebola
-0.7142709,0.05133139,Ebola
-0.76238656,0.03679321,Ebola
